,Title,Year,in_criterion
1517,"Tell Me That You Love Me, Junie Moon",1970,False
1518,Tell No Tales,1939,False
1519,Terror of Mechagodzilla,1975,False
1520,Tess,1979,True
1521,That Forsyte Woman,1949,False
1522,That Hamilton Woman,1941,True
1523,That Night's Wife,1930,True
1524,That Uncertain Feeling,1941,False
1525,The 39 Steps,1935,True
1526,The 400 Blows,1959,True
1527,"The 47 Ronin, Part 1",1941,False
1528,"The 47 Ronin, Part 2",1941,False
1529,The Above,2015,False
1530,The Ace of Hearts,1921,False
1531,The Acquaintances of a Lonely John,2008,False
1532,The Adventures of Prince Achmed,1926,False
1533,The African Queen,1951,False
1534,The Age of the Medici - Episode 1: The Exile of Cosimo,1973,False
1535,The Age of the Medici - Episode 2: The Power of Cosimo,1973,False
1536,The Age of the Medici - Episode 3: Leon Battista Alberti:...,1973,False
1537,The Alphabet,1968,False
1538,The American Friend,1977,True
1539,The American Soldier,1970,True
1540,The Americanization of Emily,1964,False
1541,"The Amputee, Version 1",1974,False
1542,"The Amputee, Version 2",1974,False
1543,The Ascent,1976,True
1544,The Asphalt Jungle,1950,True
1545,The Atomic Submarine,1959,True
1546,The Audition,2012,False
1547,The Bachelor and the Bobby-Soxer,1947,False
1548,The Bad Sleep Well,1960,True
1549,The Bakery Girl of Monceau,1963,True
1550,The Ballad of Cable Hogue,1970,False
1551,The Ballad Of Narayama,1958,False
1552,The Baron of Arizona,1950,True
1553,The Barretts of Wimpole Street,1957,False
1554,The Battle of Algiers,1966,True
1555,The Battle of the Sexes,1960,False
1556,The Battleship Potemkin,1925,False
1557,The Beales of Grey Gardens,2006,True
1558,The Bells Go Down,1943,False
1559,The Best Intentions,1992,False
1560,The Best Years of Our Lives,1946,False
1561,The Big City,1963,True
1562,The Big Sleep,1946,False
1563,The Big Sleep,1978,False
1564,The Birth of Magellan: Cadenza I,1977,False
1565,The Bishop's Wife,1947,False
1566,The Bitter Tears of Petra von Kant,1972,True
1567,The Black Balloon,2012,False
1568,The Black Case,2014,False
1569,The Black Stallion,1979,True
1570,The Blob,1958,True
1571,The Blues Accordin' to Lightnin' Hopkins,1969,False
1572,The Body Snatcher,1945,False
1573,The Bomb Idea,1920,False
1574,The Boys From Brazil,1978,False
1575,"The Bridegroom, The Actress, and The Pimp",1968,False
1576,The Bridge,1959,False
1577,The Brood,1979,True
1578,The Browning Version,1951,True
1579,The Burden,2017,False
1580,The Burmese Harp,1956,True
1581,The Burning Hills,1956,False
1582,The Cage,2010,False
1583,The Candidate,1972,False
1584,The Cars That Ate Paris,1974,False
1585,The Cassandra Crossing,1977,False
1586,The Castle,1997,False
1587,The Castle of Sand,1974,False
1588,The Cat's Paw,1934,False
1589,The Catered Affair,1956,False
1590,The Ceremony,1971,False
1591,The Challenge,1938,False
1592,The Champ,1931,False
1593,The Children Are Watching Us,1944,True
1594,The Cincinnati Kid,1965,False
1595,The Circus,1928,False
1596,The Circus,1920,False
1597,The Color of Pomegranates,1969,True
1598,The Colour of His Hair,2017,False
1599,The Corsican Brothers,1941,False
1600,The Count of the Old Town,1934,True
1601,The Coward,1965,False
1602,The Cowboy and the Lady,1938,False
1603,The Cranes Are Flying,1957,True
1604,The Cremator,1969,False
1605,The Cross of Lorraine,1943,False
1606,The Curse of Frankenstein,1957,False
1607,The Damned Don't Cry,1950,False
1608,The Dance of Reality,2013,False
1609,The Day the Ponies Come Back,2000,False
1610,The Deadly Companions,1961,False
1611,The Death of Magellan: Gloria!,1979,False
1612,The Demon,1978,False
1613,The Devil and Daniel Webster,1941,True
1614,The Devil's Bride,1968,False
1615,The Devil's Eye,1960,False
1616,The Devils,1971,False
1617,The Divorce Of Lady X,1938,False
1618,The Doll,1919,False
1619,The Double Life of Véronique,1991,True
1620,The Drowning Pool,1975,False
1621,The Drum,1938,True
1622,The Eagle Shooting Heroes,1993,False
1623,The Ear,1970,False
1624,The Earrings of Madame de...,1953,False
1625,The Element of Crime,1984,True
1626,The Elephant God,1979,False
1627,The Emigrants,1971,True
1628,The Emperor Jones,1933,True
1629,The End of Summer,1961,True
1630,The Entertainer,1960,False
1631,The Eternal Rainbow,1958,False
1632,The Eternal Return,1943,False
1633,The Everlasting Flame,2010,False
1634,The Executioner,1963,True
1635,The Exterminating Angel,1962,True
1636,The Extraordinary Life of Rocky,2010,False
1637,The Fable of the Jolly Rounders,1923,False
1638,The Face Behind the Mask,1938,False
1639,The Face of Another,1966,True
1640,The Farmerette,1932,False
1641,The FBI Story,1959,False
1642,The Fire Within,1963,True
1643,The Firemen's Ball,1967,False
1644,The First Deadly Sin,1980,False
1645,The Flame and the Arrow,1950,False
1646,The Flavor of Green Tea Over Rice,1952,False
1647,The Flowers of St. Francis,1950,True
1648,The Fountain,2006,False
1649,The Four Feathers,1939,True
1650,The Fourth Dimension,1936,False
1651,The Fresh Lobster,1928,False
1652,The Freshman,1925,True
1653,The Front Page,1931,False
1654,The Funeral,1984,False
1655,"The Games of the V Olympiad Stockholm, 1912",2016,False
1656,The Garden of Women,1954,False
1657,The Gazebo,1960,False
1658,The Gentle Art of Japanese Extortion,1992,False
1659,The Getaway,1972,False
1660,The Ghost Goes West,1935,False
1661,The Girl I Loved,1946,False
1662,The Girl Who Kicked the Hornet's Nest,2009,False
1663,The Girl Who Played with Fire,2009,False
1664,The Girl with the Dragon Tattoo,2009,False
1665,The Gold of Naples,1954,False
1666,The Gold Rush,1942,True
1667,The Gold Rush,1925,False
1668,The Golden Coach,1953,True
1669,The Goldwyn Follies,1938,False
1670,The Good Fairy,1951,False
1671,The Grand Olympics,1961,False
1672,The Grandmother,1970,False
1673,The Grasshopper,1970,False
1674,The Great Beauty,2013,True
1675,The Great Dictator,1940,True
1676,The Great Escape,1963,False
1677,The Great Train Robbery,1978,False
1678,The Green Ray,1986,False
1679,The Happy Years,1950,False
1680,The Haunted Hotel,1907,False
1681,The Haunted Ship,1930,False
1682,The Haunted Strangler,1958,True
1683,The Headless Woman,2008,False
1684,The Helen Morgan Story,1957,False
1685,The Hero,1966,True
1686,The Hidden Fortress,1958,True
1687,The Hit,1984,True
1688,The Holy Man,1965,False
1689,The Holy Mountain,1973,False
1690,The Home and the World,1984,True
1691,The Honeymoon Killers,1969,True
1692,The Honeymoon Machine,1961,False
1693,The Horse in Focus,1956,False
1694,The Horse's Mouth,1958,False
1695,The House I Live In,1945,False
1696,The Housemaid,1960,True
1697,The Hudsucker Proxy,1994,False
1698,The Human Condition I: No Greater Love,1959,False
1699,The Human Condition II: Road to Eternity,1960,False
1700,The Human Condition III: A Soldier's Prayer,1961,False
1701,The Human Pyramid,1961,False
1702,The Hunchback of Notre Dame,1923,False
1703,The Idiot,1951,True
1704,The Idle Class,1921,False
1705,The Immortal Story,1968,True
1706,The Importance of Being Earnest,1952,True
1707,The Incredible Stranger,1942,False
1708,The Inheritance,1962,True
1709,The Insect Woman,1963,True
1710,The Inspector General,1949,False
1711,The IX Olympiad in Amsterdam,1928,False
1712,The Joke,1969,True
1713,The Junk Shop,1965,False
1714,The Kid,1921,True
1715,The Kid Brother,1927,True
1716,The Kid from Brooklyn,1946,False
1717,The Kid with a Bike,2011,True
1718,The Killing of a Chinese Bookie,1976,True
1719,The Killing of a Chinese Bookie (Director's Cut),1978,False
1720,The King of Kings,1927,True
1721,The King Without a Crown,1937,False
1722,The Kiss,1929,False
1723,The Lady and the Beard,1931,False
1724,The Lady Vanishes,1938,True
1725,The Lamp,1959,False
1726,The Last Dance,1993,False
1727,The Last Emperor,1987,True
1728,The Last Metro,1980,True
1729,The Last of England,1988,False
1730,The Last of Mrs. Cheyney,1937,False
1731,The Last Seduction,1994,False
1732,The Last Wave,1977,True
1733,The League of Gentlemen,1960,True
1734,The Leopard Man,1943,False
1735,The Life and Death of Colonel Blimp,1943,True
1736,The Life of Oharu,1952,True
1737,The Line King: The Al Hirschfeld Story,1996,False
1738,The Lion Has Wings,1939,False
1739,The Lion in Winter,1968,False
1740,The Little Foxes,1941,False
1741,The Living Magoroku,1943,True
1742,The Living Skeleton,1968,True
1743,The Lodger: A Story of the London Fog,1927,True
1744,The Loneliness of the Long Distance Runner,1962,False
1745,The Lonely Passion of Judith Hearne,1987,False
1746,The Long Day Closes,1992,True
1747,The Long Good Friday,1979,True
1748,The Long Voyage Home,1940,False
1749,The Lost Honor of Katharina Blum,1975,True
1750,The Love Goddesses,1965,False
1751,The Love Life of the Octopus,1967,False
1752,The Lovers,1958,True
1753,The Lower Depths,1957,True
1754,The Lower Depths,1936,True
1755,The Lure,2015,True
1756,The Lusty Men,1952,False
1757,The Machine That Kills Bad People,1952,False
1758,The Mackintosh Man,1973,False
1759,The Madwoman of Chaillot,1969,False
1760,The Maestro: King of the Cowboy Artists,1995,False
1761,The Magic Flute,1975,True
1762,The Magician,1958,True
1763,The Magnificent Seven,1960,False
1764,The Makioka Sisters,1983,True
1765,The Maltese Falcon,1941,False
1766,The Man Between,1953,False
1767,The Man in Grey,1943,True
1768,The Man in the Barn,1937,False
1769,The Man in the Iron Mask,1939,False
1770,The Man Upstairs,1992,False
1771,The Man Who Could Work Miracles,1936,False
1772,The Man Who Knew Too Much,1934,True
1773,The Man Who Left His Will on Film,1970,False
1774,The Man with the Golden Arm,1956,False
1775,The Marathon,1919,False
1776,The Marriage of Chiffon,1942,False
1777,The Marriage of Maria Braun,1978,True
1778,The Masseurs and a Woman,1938,True
1779,The Master of Ballantrae,1953,False
1780,The Match Factory Girl,1990,True
1781,The Mating Game,1959,False
1782,The Melbourne Rendez-vous,1957,False
1783,The Men Who Tread on the Tiger's Tail,1945,False
1784,The Merchant of Four Seasons,1971,True
1785,The Merry Widow,1934,False
1786,The Mikado,1939,True
1787,The Milkman,1930,False
1788,The Miniver Story,1950,False
1789,The Mirror,1975,False
1790,The Mirror Crack'd,1980,False
1791,The Model Couple,1977,True
1792,The Moment of Truth,1965,True
1793,The Moonshiners,2017,False
1794,The Most Beautiful,1944,True
1795,The Most Dangerous Game,1932,True
1796,The Mother,2012,False
1797,The Mountains of Mourne,2017,False
1798,The Mummy,1959,False
1799,The Music Room,1958,True
1800,The Mysterious Lady,1928,False
1801,The Naked City,1948,True
1802,The Naked Island,1960,True
1803,The Naked Kiss,1964,True
1804,The Neighbor's Wife and Mine,1931,False
1805,The New Land,1972,True
1806,The Night Heaven Fell,1958,False
1807,The Night Porter,1974,True
1808,The North Star,1943,False
1809,The Ocean Waif,1916,False
1810,The Octopus,1927,False
1811,The Old and the New,1929,False
1812,The Olympic Games as They Were Practiced in Ancient Greece,1924,False
1813,The Olympic Games Held at Chamonix in 1924,1924,False
1814,The Olympic Games in Paris 1924,1924,False
1815,"The Olympic Games, Amsterdam 1928",1928,False
1816,The Olympics in Mexico,1969,False
1817,The Omega Man,1971,False
1818,The Only Son,1936,True
1819,The Organizer,1963,True
1820,The Other Side of Hope,2017,True
1821,The Ouija Board,1920,False
1822,The Outlaw And His Wife,1917,False
1823,The Outrage,1964,False
1824,The Passage,2018,False
1825,The Passion of Anna,1969,True
1826,The Passion of Joan of Arc,1928,True
1827,The Passionate Friends,1949,False
1828,The Pearls of the Crown,1937,True
1829,The Penalty,1920,False
1830,The Perfect Game,1958,False
1831,The Petrified Forest,1973,False
1832,The Phantom Carriage,1921,True
1833,The Phantom Horse,1955,False
1834,The Phantom of the Opera,1925,False
1835,The Philadelphia Story,1940,True
1836,The Piano Teacher,2001,True
1837,The Picture of Dorian Gray,1945,False
1838,The Pilgrim,1923,False
1839,The Player,1992,True
1840,The Plough and the Stars,1936,False
1841,The Plumber,1979,False
1842,The Pornographers,1966,True
1843,The Portrait,1948,False
1844,The Postman Always Rings Twice,1946,False
1845,The Princess Yang Kwei Fei,1955,False
1846,The Prisoner of Zenda,1937,False
1847,The Private Life of Don Juan,1934,True
1848,The Private Life of Henry VIII,1933,True
1849,The Prize,1963,False
1850,The Public Enemy,1931,False
1851,The Pumpkin Race,1907,False
1852,The Purchase Price,1932,False
1853,The Rack,1956,False
1854,The Racket,1928,False
1855,The Raggedy Rawney,1988,False
1856,The Red Balloon,1956,True
1857,The Red Shoes,1948,True
1858,The Return of Bulldog Drummond,1934,False
1859,The Rise of Catherine the Great,1934,True
1860,The Rite,1969,True
1861,The River,1951,True
1862,The River Fuefuki,1960,False
1863,The Rocket From Calabuch,1956,False
1864,The Rocking Horse Winner,1949,False
1865,The Roman Spring of Mrs. Stone,1961,False
1866,The Rose on His Arm,1956,False
1867,The Rules of the Game,1939,True
1868,The Ruling Class,1972,True
1869,The Scandalous Adventures of Buraikan,1970,False
1870,The Scar,1976,False
1871,The Scarlet Pimpernel,1934,False
1872,The Sea Gull,1968,False
1873,The Sea Horse,1933,False
1874,The Sea of Grass,1947,False
1875,The Secret Life of Walter Mitty,1947,False
1876,The Secret of the Grain,2007,True
1877,The Seduction of Mimi,1972,False
1878,The Seventh Continent,1989,False
1879,The Seventh Seal,1957,True
1880,The Seventh Veil,1945,False
1881,The Shadow Within,1970,False
1882,The Ship That Died,1938,False
1883,The Shooting,1966,True
1884,The Shop Around the Corner,1940,False
1885,The Shopworn Angel,1938,False
1886,The Shower,2011,False
1887,The Silence,1963,True
1888,The Singing Nun,1966,False
1889,The Sleeping Beauty,2010,False
1890,The Smallest Show on Earth,1957,False
1891,The Snow Flurry,1959,False
1892,The Soft Skin,1964,True
1893,The Sorrow and the Pity (Part 1),1969,False
1894,The Sorrow and the Pity (Part 2),1969,False
1895,The Spirit of the Beehive,1973,True
1896,The Spy In Black,1939,False
1897,The Squall,1929,False
1898,The Squeaker,1937,False
1899,The Star,1953,False
1900,The Steamroller and The Violin,1961,False
1901,The Steel Helmet,1951,True
1902,The Sterile Cuckoo,1969,False
1903,The Stickleback's Egg,1925,False
1904,The Story of a Cheat,1936,True
1905,"The Story of ""The Jonker Diamond""",1936,False
1906,The Story of the Last Chrysanthemum,1939,True
1907,The Story of Three Loves,1953,False
1908,The Story of Vernon and Irene Castle,1939,False
1909,The Strange Love of Martha Ivers,1946,False
1910,The Strange Ones,2011,False
1911,The Stranger,1991,True
1912,The Stratton Story,1949,False
1913,The Struggle for Survival,1937,False
1914,The Student Prince in Old Heidelberg,1927,False
1915,The Suitor,1962,True
1916,The Sun's Burial,1960,False
1917,The Sword of Doom,1966,True
1918,The Taking of Power by Louis XIV,1966,True
1919,The Taste of Others,2000,False
1920,The Tattered Wings,1955,False
1921,The Tempest,1979,False
1922,The Temptress,1926,False
1923,The Tender Trap,1955,False
1924,The Testament of Dr. Mabuse,1933,True
1925,The Thick-Walled Room,1956,True
1926,The Thief of Bagdad,1940,True
1927,The Thin Blue Line,1988,True
1928,The Third Shadow Warrior,1963,False
1929,The Thomas Crown Affair,1968,False
1930,The Three Musketeers,1948,False
1931,The Threepenny Opera,1931,True
1932,The Time Machine,1960,False
1933,The Times of Harvey Milk,1984,True
1934,The Tin Drum,1979,True
1935,The Treasure of the Sierra Madre,1948,False
1936,The Tree of Wooden Clogs,1978,True
1937,The Trial of Joan of Arc,1962,False
1938,The Trojan Women,1971,False
1939,The Umbrellas of Cherbourg,1964,True
1940,The Unholy Three,1930,False
1941,The Unknown,1927,False
1942,The Unsinkable Molly Brown,1964,False
1943,The Valley of Decision,1945,False
1944,The Vampire,1945,False
1945,The Vampire Bat,1933,False
1946,The Vanishing,1988,True
1947,"The VI Olympic Winter Games, Oslo 1952",1952,False
1948,The Virgin Spring,1960,True
1949,The Voice Thief,2013,False
1950,The Wages of Fear,1953,True
1951,The War of the Gargantuas,1966,False
1952,The War Room,1993,True
1953,The Warped Ones,1960,True
1954,The Watermelon Woman,1996,False
1955,The White Angel,1955,True
1956,The White Stadium,1928,False
1957,The Wicked Lady,1945,True
1958,The Wild Bunch,1969,False
1959,The Wildcat,1921,False
1960,The Wind Journeys,2009,False
1961,The Wings of Eagles,1957,False
1962,The Witch's Cat,1929,False
1963,The Woman in Question,1950,False
1964,The Woman Next Door,1981,False
1965,The Women,1939,False
1966,"The Wonderful, Horrible Life of Leni Riefenstahl",1993,False
1967,The World of Jacques Demy,1995,False
1968,The Wrong Arm of the Law,1962,False
1969,The X from Outer Space,1967,True
1970,The Yearling,1946,False
1971,The Young Girls of Rochefort,1967,True
1972,The Young Philadelphians,1959,False
1973,The Young Rebels,1980,False
1974,There Was a Father,1942,True
1975,These Boots,1993,False
1976,These Three,1936,False
1977,They Drive by Night,1940,False
1978,They Were Expendable,1945,False
1979,Things To Come,1936,False
1980,"Third Finger, Left Hand",1940,False
1981,Thirst,1949,True
1982,Thirst for Love,1967,True
1983,This Happy Breed,1944,True
1984,This Is Spinal Tap,1984,True
1985,This Man's Navy,1945,False
1986,This Sporting Life,1963,True
1987,Those Were the Days,1992,False
1988,Thousands Cheer,1943,False
1989,Three Cases of Murder,1955,False
1990,Three Colors: Blue,1993,True
1991,Three Colors: Red,1994,True
1992,Three Colors: White,1994,True
1993,Three Daughters,1961,False
1994,Three Little Words,1950,False
1995,Three Outlaw Samurai,1964,True
1996,Three Resurrected Drunkards,1968,True
1997,Throne of Blood,1957,True
1998,Through A Glass Darkly,1961,False
1999,Thru the Wire,1987,False
2000,Thus Another Day,1959,False
2001,Tie Me Up! Tie Me Down!,1990,True
2002,Tiger Bay,1959,False
2003,Till the Clouds Roll By,1946,False
2004,Time After Time,1979,False
2005,Time Bandits,1981,True
2006,Time Without Pity,1957,False
2007,Tiny Furniture,2010,True
2008,Titanic,1943,False
2009,To Be or Not to Be,1942,True
2010,To Have and Have Not,1944,False
2011,To Joy,1950,True
2012,Toby Dammit,1968,False
2013,Tokaido Yotsuya kaidan,1959,False
2014,Tokyo Chorus,1931,True
2015,Tokyo Drifter,1966,True
2016,Tokyo Olympiad,1965,True
2017,Tokyo Story,1953,True
2018,Tokyo Twilight,1957,True
2019,Tokyo-Ga,1985,False
2020,Tom Jones,1963,True
2021,Toni,1935,False
2022,Too Bad She's Bad,1955,False
2023,Top Secret Affair,1957,False
2024,Tord and Tord,2010,False
2025,Torment,1944,True
2026,Tormento,1950,True
2027,Torna!,1954,False
2028,Torrent,1926,False
2029,Total Balalaika Show,1994,True
2030,Touki Bouki,1973,False
2031,Tout va bien,1972,True
2032,Track 29,1988,False
2033,Tracked,1985,False
2034,Trafic,1970,True
2035,Tragedy of Japan,1953,False
2036,Trainspotting,1996,False
2037,Trances,1981,True
2038,Travels With My Aunt,1972,False
2039,Treasure Island,1934,False
2040,Treasure Island,1972,False
2041,Trikal,1985,False
2042,Trog,1970,False
2043,Tropical Malady,2004,False
2044,Tunes of Glory,1960,True
2045,Twenty-Four Eyes,1954,True
2046,Twin Peaks: Fire Walk With Me,1992,False
2047,Two Arabian Knights,1927,False
2048,Two English Girls,1971,False
2049,Two Girls and a Sailor,1944,False
2050,Two Tons of Turquoise to Taos Tonight,1975,True
2051,Two Weeks with Love,1950,False
2052,Two Women,1960,False
2053,Two-Way Stretch,1960,False
2054,Ugetsu,1953,True
2055,Umberto D.,1952,True
2056,Un carnet de bal,1937,True
2057,Un Flic,1972,False
2058,Uncle Boonmee Who Can Recall His Past Lives,2010,False
2059,Uncle Yanco,1967,True
2060,Under the Blossoming Cherry Trees,1975,False
2061,Under the Roofs of Paris,1930,True
2062,Under the Volcano,1984,True
2063,Undercurrent,1946,False
2064,Une chambre en ville,1982,True
2065,Une histoire d'eau,1961,False
2066,Une Parisienne,1957,False
2067,Unholy Three,1925,False
2068,Until They Sail,1957,False
2069,Up in Arms,1944,False
2070,Utamaro and His Five Women,1946,False
2071,Vacation From Marriage,1945,False
2072,Vagabond,1985,True
2073,Val Lewton: The Man in the Shadows,2007,False
2074,Valerie and Her Week of Wonders,1970,True
2075,Vampyr,1932,True
2076,Vendetta of a Samurai,1952,False
2077,Vengeance is Mine,1979,False
2078,Veronika Voss,1982,True
2079,Victim,1961,True
2080,Vingt-quatre heures de la vie d'un clown,1946,False
2081,Violence at Noon,1966,True
2082,Violent Cop,1989,False
2083,Viridiana,1961,True
2084,Visions of Eight,1973,False
2085,Vive le Tour!,1962,False
2086,Vivre Sa Vie,1962,False
2087,Voyage to the Sky,1937,False
2088,Véronique and Her Dunce,1958,False
2089,Walk Cheerfully,1930,True
2090,Walkabout,1971,True
2091,Walpurgis Night,1935,True
2092,"War and Peace, Part I: Andrei Bolkonsky",1966,False
2093,"War and Peace, Part II: Natasha Rostova",1966,False
2094,"War and Peace, Part III: The Year 1812",1966,False
2095,"War and Peace, Part IV: Pierre Bezukhov",1966,False
2096,War Requiem,1989,False
2097,Warrendale,1967,True
2098,Washingtonia,2014,False
2099,Wasp,2003,False
2100,Water,1985,False
2101,Watership Down,1978,True
2102,We're Going to the Zoo,2006,False
2103,Wedding Rehearsal,1932,False
2104,Wedding Ring,1950,False
2105,Weekend,1967,True
2106,Weekend,2011,True
2107,Welcome Danger,1929,False
2108,"Welcome, or No Trespassing",1964,False
2109,Wendy and Lucy,2008,False
2110,Werner Herzog Eats His Shoe,1980,False
2111,West of Zanzibar,1928,False
2112,West Point,1928,False
2113,Westward the Women,1951,False
2114,Westworld,1973,False
2115,What Did the Lady Forget?,1937,False
2116,What Price Hollywood?,1932,False
2117,When a Woman Ascends the Stairs,1960,True
2118,When Ladies Meet,1941,False
2119,When We Lived in Miami,2013,False
2120,Where East Is East,1929,False
2121,Where Is My Friend's House?,1987,False
2122,Where Now Are the Dreams of Youth?,1932,False
2123,Where the World Meets,1952,False
2124,White Mane,1952,True
2125,White Material,2009,True
2126,White Rock,1977,False
2127,White Vertigo,1956,False
2128,"Who Are You, Polly Maggoo?",1966,True
2129,Why Worry?,1923,False
2130,Wichita,1955,False
2131,Wife,1953,False
2132,Wild 90,1968,True
2133,Wild Boys of the Road,1933,False
2134,Wild Geese,1953,False
2135,Wild Strawberries,1957,True
2136,Wings,1966,True
2137,Wings of Desire,1987,True
2138,Winter Light,1962,True
2139,Wise Blood,1979,True
2140,With Beauty and Sorrow,1965,False
2141,Withnail and I,1986,True
2142,Without Limits,1998,False
2143,Without Love,1945,False
2144,Wittgenstein,1993,False
2145,Woman,1948,False
2146,Woman In The Dunes,1964,False
2147,Woman in Witness Protection,1997,False
2148,Woman of the Year,1942,True
2149,Woman of Tokyo,1933,False
2150,Women of the Night,1948,True
2151,Wonder Man,1945,False
2152,Wooden Crosses,1932,True
2153,Words and Music,1948,False
2154,World on a Wire: Part 1,1973,False
2155,World on a Wire: Part 2,1973,False
2156,Wot a Night,1931,False
2157,WR: Mysteries of the Organism,1971,True
2158,Wrong Move,1975,True
2159,Wuthering Heights,1939,False
2160,Xala,1975,False
2161,XIVth Olympiad: The Glory of Sport,1948,False
2162,Y Tu Mamá También,2001,False
2163,Yankee Doodle Dandy,1942,False
2164,Yearning,1964,False
2165,Yeelen,1987,False
2166,Yentl,1983,False
2167,"Yesterday, Today and Tomorrow",1963,False
2168,Yi Yi,2000,True
2169,Yojimbo,1961,True
2170,"Yotsuya Kaidan, Part One",1949,False
2171,"Yotsuya Kaidan, Part Two",1949,False
2172,You Owe Me One,2002,False
2173,You Were Like a Wild Chrysanthemum,1955,False
2174,Young and Innocent,1937,False
2175,Young Cassidy,1965,False
2176,Young Man With a Horn,1950,False
2177,Young Mr. Jazz,1919,False
2178,Young Torless,1966,False
2179,Youth In Fury,1960,False
2180,Youth of the Beast,1963,True
2181,Youth of the Son,1952,False
2182,Youth of the World,1936,False
2183,Yoyo,1965,True
2184,"Yum, Yum, Yum!",1990,False
2185,Z,1969,True
2186,Zatoichi #10: Zatoichi’s Revenge,1965,False
2187,Zatoichi #11: Zatoichi and the Doomed Man,1965,False
2188,Zatoichi #12: Zatoichi and the Chess Expert,1965,False
2189,Zatoichi #13: Zatoichi’s Vengeance,1966,False
2190,Zatoichi #14: Zatoichi’s Pilgrimage,1966,False
2191,Zatoichi #15: Zatoichi’s Cane Sword,1967,False
2192,Zatoichi #16: Zatoichi the Outlaw,1967,False
2193,Zatoichi #17: Zatoichi Challenged,1967,False
2194,Zatoichi #18: Zatoichi and the Fugitives,1968,False
2195,Zatoichi #19: Samaritan Zatoichi,1968,False
2196,Zatoichi #1: The Tale of Zatoichi,1962,False
2197,Zatoichi #20: Zatoichi Meets Yojimbo,1970,False
2198,Zatoichi #21: Zatoichi Goes to the Fire Festival,1970,False
2199,Zatoichi #22: Zatoichi Meets the One-Armed Swordsman,1971,False
2200,Zatoichi #23: Zatoichi at Large,1972,False
2201,Zatoichi #24: Zatoichi in Desperation,1972,False
2202,Zatoichi #25: Zatoichi’s Conspiracy,1973,False
2203,Zatoichi #2: The Tale of Zatoichi Continues,1962,False
2204,Zatoichi #3: New Tale of Zatoichi,1963,False
2205,Zatoichi #4: Zatoichi the Fugitive,1963,False
2206,Zatoichi #5: Zatoichi on the Road,1963,False
2207,Zatoichi #6: Zatoichi and the Chest of Gold,1964,False
2208,Zatoichi #7: Zatoichi’s Flashing Sword,1964,False
2209,"Zatoichi #8: Fight, Zatoichi, Fight",1964,False
2210,Zatoichi #9: Adventures of Zatoichi,1964,False
2211,Zazie Dans Le Metro,1960,False
2212,Zero Focus,1961,False
2213,Ziegfeld Follies,1946,False
2214,Ziegfeld Girl,1941,False
2215,Zorns Lemma,1970,False
2216,Zéro de Conduite,1933,False
2217,À propos de Nice,1930,True
2218,Ártún,2013,False
